equipe_dom,equipe_ext,cote_dom,cote_nul,cote_ext,score,but_dom,but_ext,total_but,resultat,total_buts
Spurs,C. Palace,1.85,3.93,3.76,0-0,0.0,0.0,0.0,N,
Burnley,London Blues,3.35,3.52,2.1,2-1,2.0,1.0,3.0,D,
Liverpool,Bournemouth,1.23,6.65,10.04,3-0,3.0,0.0,3.0,D,
A. Villa,Sunderland,1.36,5.38,7.2,1-0,1.0,0.0,1.0,D,
West Ham,Fulham,2.46,3.56,2.68,0-1,0.0,1.0,1.0,E,
Manchester Red,Newcastle,2.14,3.71,3.08,0-0,0.0,0.0,0.0,N,
N. Forest,Spurs,2.23,3.82,2.86,2-3,2.0,3.0,5.0,E,
Brighton,Burnley,1.42,5.1,6.25,3-0,3.0,0.0,3.0,D,
C. Palace,Brentford,2.3,3.46,2.98,1-3,1.0,3.0,4.0,E,
London Blues,Manchester Blue,3.18,3.45,2.19,0-0,0.0,0.0,0.0,N,
London Reds,Wolverhampton,1.22,6.67,11.47,3-1,3.0,1.0,4.0,D,
Everton,Leeds,1.69,3.42,5.71,1-0,1.0,0.0,1.0,D,
Bournemouth,West Ham,1.92,3.6,3.82,3-1,3.0,1.0,4.0,D,
Fulham,London Blues,2.26,3.8,2.8200000000000003,1-1,1.0,1.0,2.0,N,
Spurs,A. Villa,1.77,4.22,3.86,3-0,3.0,0.0,3.0,D,
Wolverhampton,Leeds,1.66,3.67,5.36,1-2,1.0,2.0,3.0,E,
Newcastle,C. Palace,1.45,4.47,6.8100000000000005,2-1,2.0,1.0,3.0,D,
Sunderland,London Reds,24.27,8.09,1.12,1-4,1.0,4.0,5.0,E,
Brentford,N. Forest,1.58,4.63,4.74,3-2,3.0,2.0,5.0,D,
Liverpool,Manchester Red,1.31,5.39,8.99,4-1,4.0,1.0,5.0,D,
Manchester Blue,Brighton,1.33,6.06,7.1,4-0,4.0,0.0,4.0,D,
Burnley,Everton,2.74,2.98,2.78,0-0,0.0,0.0,0.0,N,
London Blues,Bournemouth,1.5,4.68,5.5600000000000005,3-1,3.0,1.0,4.0,D,
London Reds,Spurs,1.44,5.32,5.69,1-0,1.0,0.0,1.0,D,
Everton,Manchester Blue,5.03,3.43,1.75,3-1,3.0,1.0,4.0,D,
Brighton,Fulham,2.02,3.71,3.4,1-1,1.0,1.0,2.0,N,
West Ham,Liverpool,3.43,4.11,1.9,0-2,0.0,2.0,2.0,E,
A. Villa,Brentford,1.75,4.03,4.18,3-1,3.0,1.0,4.0,D,
N. Forest,Newcastle,2.56,3.61,2.55,1-0,1.0,0.0,1.0,D,
Manchester Red,C. Palace,1.84,3.56,4.22,1-0,1.0,0.0,1.0,D,
Wolverhampton,Burnley,1.77,4.04,4.06,1-0,1.0,0.0,1.0,D,
Leeds,Sunderland,3.77,3.85,1.87,0-1,0.0,1.0,1.0,E,
West Ham,Manchester Red,2.2,3.61,3.04,0-2,0.0,2.0,2.0,E,
Liverpool,London Blues,1.34,5.3,7.85,3-0,3.0,0.0,3.0,D,
Manchester Blue,Wolverhampton,1.17,7.59,13.11,3-1,3.0,1.0,4.0,D,
Sunderland,Burnley,4.23,4.04,1.74,1-2,1.0,2.0,3.0,E,
C. Palace,N. Forest,1.73,3.94,4.38,1-0,1.0,0.0,1.0,D,
Newcastle,A. Villa,1.41,4.78,7.11,3-2,3.0,2.0,5.0,D,
Brentford,London Reds,4.65,4.11,1.66,0-2,0.0,2.0,2.0,E,
Fulham,Everton,1.82,3.61,4.29,4-1,4.0,1.0,5.0,D,
Spurs,Leeds,1.35,5.3,7.74,3-1,3.0,1.0,4.0,D,
Bournemouth,Brighton,2.52,3.68,2.55,1-0,1.0,0.0,1.0,D,
Sunderland,Manchester Blue,19.51,7.6,1.14,1-3,1.0,3.0,4.0,E,
Leeds,Brentford,6.0,4.19,1.53,1-0,1.0,0.0,1.0,D,
Brighton,Liverpool,2.55,3.98,2.4,3-0,3.0,0.0,3.0,D,
London Reds,Newcastle,1.53,4.77,5.08,4-0,4.0,0.0,4.0,D,
Burnley,Spurs,3.68,3.93,1.87,2-3,2.0,3.0,5.0,E,
Wolverhampton,Fulham,2.61,3.42,2.6,2-1,2.0,1.0,3.0,D,
A. Villa,C. Palace,1.65,4.08,4.8100000000000005,2-1,2.0,1.0,3.0,D,
Everton,Bournemouth,2.19,3.47,3.18,1-1,1.0,1.0,2.0,N,
London Blues,West Ham,1.5,4.48,5.89,5-0,5.0,0.0,5.0,D,
Manchester Red,N. Forest,1.54,4.32,5.64,0-0,0.0,0.0,0.0,N,
N. Forest,A. Villa,2.08,3.43,3.48,1-0,1.0,0.0,1.0,D,
Brentford,Burnley,1.48,5.08,5.3,2-0,2.0,0.0,2.0,D,
West Ham,Brighton,2.55,3.98,2.4,1-3,1.0,3.0,4.0,E,
C. Palace,London Reds,5.44,3.87,1.62,0-1,0.0,1.0,1.0,E,
Bournemouth,Wolverhampton,1.87,3.61,4.05,4-1,4.0,1.0,5.0,D,
Newcastle,Leeds,1.15,7.4,17.8,4-1,4.0,1.0,5.0,D,
London Blues,Manchester Red,1.69,3.86,4.74,2-2,2.0,2.0,4.0,N,
Spurs,Manchester Blue,3.81,4.09,1.81,1-2,1.0,2.0,3.0,E,
Fulham,Sunderland,1.6800000000000002,4.28,4.31,5-1,5.0,1.0,6.0,D,
Liverpool,Everton,1.25,5.6,12.54,1-1,1.0,1.0,2.0,N,
Everton,West Ham,2.11,3.32,3.5,3-1,3.0,1.0,4.0,D,
Manchester Red,A. Villa,1.81,3.68,4.23,2-1,2.0,1.0,3.0,D,
London Reds,N. Forest,1.24,6.46,10.33,1-0,1.0,0.0,1.0,D,
Manchester Blue,Brentford,1.37,5.19,7.23,1-3,1.0,3.0,4.0,E,
Spurs,Fulham,2.02,4.0,3.17,4-0,4.0,0.0,4.0,D,
Leeds,C. Palace,5.3,3.88,1.63,1-4,1.0,4.0,5.0,E,
Wolverhampton,Liverpool,3.74,4.04,1.83,0-1,0.0,1.0,1.0,E,
Burnley,Newcastle,4.57,3.95,1.7000000000000002,1-3,1.0,3.0,4.0,E,
Brighton,London Blues,1.91,3.95,3.52,3-2,3.0,2.0,5.0,D,
Sunderland,Bournemouth,5.62,4.47,1.52,1-3,1.0,3.0,4.0,E,
A. Villa,London Reds,3.6,3.73,1.95,1-3,1.0,3.0,4.0,E,
Newcastle,Manchester Blue,2.36,3.51,2.85,2-1,2.0,1.0,3.0,D,
Liverpool,Sunderland,1.18,7.27,13.47,6-0,6.0,0.0,6.0,D,
C. Palace,Burnley,1.58,4.45,4.94,4-0,4.0,0.0,4.0,D,
Brighton,Manchester Red,1.75,3.98,4.21,2-0,2.0,0.0,2.0,D,
Bournemouth,Spurs,2.49,3.71,2.5700000000000003,2-1,2.0,1.0,3.0,D,
Brentford,Fulham,2.08,3.88,3.11,3-0,3.0,0.0,3.0,D,
London Blues,Everton,1.55,3.88,6.37,2-1,2.0,1.0,3.0,D,
West Ham,Wolverhampton,1.84,3.91,3.86,0-1,0.0,1.0,1.0,E,
N. Forest,Leeds,1.49,4.05,7.05,2-1,2.0,1.0,3.0,D,
Sunderland,West Ham,4.8100000000000005,3.91,1.6800000000000002,0-0,0.0,0.0,0.0,N,
Everton,Brighton,2.66,3.52,2.5,1-1,1.0,1.0,2.0,N,
Manchester Red,London Reds,4.26,3.52,1.85,1-3,1.0,3.0,4.0,E,
Spurs,Liverpool,2.56,4.25,2.3,3-1,3.0,1.0,4.0,D,
Leeds,A. Villa,5.02,3.98,1.64,3-0,3.0,0.0,3.0,D,
Manchester Blue,C. Palace,1.3,5.63,8.92,2-2,2.0,2.0,4.0,N,
Wolverhampton,London Blues,2.63,3.55,2.51,1-2,1.0,2.0,3.0,E,
Burnley,N. Forest,2.5,3.41,2.73,2-1,2.0,1.0,3.0,D,
Brentford,Bournemouth,1.6800000000000002,4.6,4.02,4-2,4.0,2.0,6.0,D,
Fulham,Newcastle,2.69,3.95,2.3,1-0,1.0,0.0,1.0,D,
N. Forest,Manchester Blue,4.17,3.54,1.86,1-1,1.0,1.0,2.0,N,
A. Villa,Burnley,1.31,5.99,7.6,1-2,1.0,2.0,3.0,E,
Newcastle,Bournemouth,1.32,5.72,7.87,4-0,4.0,0.0,4.0,D,
London Reds,Leeds,1.15,7.68,17.43,6-0,6.0,0.0,6.0,D,
Liverpool,Brentford,1.37,4.97,7.73,1-2,1.0,2.0,3.0,E,
C. Palace,Fulham,2.23,3.55,3.04,1-1,1.0,1.0,2.0,N,
London Blues,Sunderland,1.41,4.92,6.86,0-0,0.0,0.0,0.0,N,
Brighton,Wolverhampton,1.5,4.54,5.72,3-1,3.0,1.0,4.0,D,
West Ham,Spurs,2.45,4.06,2.46,3-1,3.0,1.0,4.0,D,
Everton,Manchester Red,2.32,3.14,3.23,1-0,1.0,0.0,1.0,D,
Manchester Blue,A. Villa,1.27,5.93,9.4,2-2,2.0,2.0,4.0,N,
Brentford,West Ham,1.65,4.42,4.41,2-1,2.0,1.0,3.0,D,
Sunderland,Brighton,7.27,5.13,1.37,2-1,2.0,1.0,3.0,D,
Bournemouth,C. Palace,2.39,3.14,3.1,0-0,0.0,0.0,0.0,N,
Burnley,London Reds,10.34,4.94,1.31,0-2,0.0,2.0,2.0,E,
Newcastle,Liverpool,1.82,4.13,3.73,1-0,1.0,0.0,1.0,D,
Manchester Red,Leeds,1.38,4.51,8.68,2-0,2.0,0.0,2.0,D,
Spurs,London Blues,1.9,4.22,3.38,4-0,4.0,0.0,4.0,D,
Wolverhampton,Everton,2.16,3.18,3.55,1-2,1.0,2.0,3.0,E,
Fulham,N. Forest,1.71,4.12,4.31,3-1,3.0,1.0,4.0,D,
A. Villa,Fulham,1.62,4.25,4.8,0-2,0.0,2.0,2.0,E,
London Reds,Manchester Blue,2.27,3.66,2.88,2-1,2.0,1.0,3.0,D,
N. Forest,Bournemouth,1.85,3.94,3.76,1-1,1.0,1.0,2.0,N,
Everton,Sunderland,1.93,3.5,3.89,1-1,1.0,1.0,2.0,N,
London Blues,Brentford,1.89,3.63,3.91,3-1,3.0,1.0,4.0,D,
Leeds,Burnley,3.37,3.87,1.98,1-1,1.0,1.0,2.0,N,
C. Palace,Liverpool,3.14,3.85,2.08,1-4,1.0,4.0,5.0,E,
West Ham,Newcastle,2.97,3.88,2.15,3-1,3.0,1.0,4.0,D,
Brighton,Spurs,1.96,4.19,3.21,2-0,2.0,0.0,2.0,D,
Wolverhampton,Manchester Red,2.41,3.43,2.8200000000000003,3-1,3.0,1.0,4.0,D,
Bournemouth,Burnley,1.71,4.01,4.4,0-1,0.0,1.0,1.0,E,
Everton,Newcastle,3.0,3.43,2.29,1-1,1.0,1.0,2.0,N,
West Ham,London Blues,2.45,3.67,2.64,1-2,1.0,2.0,3.0,E,
Manchester Blue,Liverpool,1.59,4.71,4.5600000000000005,3-2,3.0,2.0,5.0,D,
Fulham,Spurs,2.35,4.12,2.56,0-2,0.0,2.0,2.0,E,
Sunderland,A. Villa,6.17,4.12,1.53,0-3,0.0,3.0,3.0,E,
C. Palace,Brighton,2.22,3.89,2.83,1-0,1.0,0.0,1.0,D,
Manchester Red,Leeds,1.36,4.73,8.91,1-0,1.0,0.0,1.0,D,
Brentford,Wolverhampton,1.54,4.67,5.09,3-1,3.0,1.0,4.0,D,
N. Forest,London Reds,5.09,3.66,1.69,1-1,1.0,1.0,2.0,N,
Burnley,Manchester Red,3.15,3.27,2.29,0-2,0.0,2.0,2.0,E,
London Blues,Manchester Blue,3.0,3.44,2.3,0-1,0.0,1.0,1.0,E,
Newcastle,West Ham,1.31,5.47,8.57,2-0,2.0,0.0,2.0,D,
Leeds,Brentford,6.23,4.23,1.51,2-3,2.0,3.0,5.0,E,
Wolverhampton,A. Villa,2.49,3.37,2.77,0-2,0.0,2.0,2.0,E,
Spurs,C. Palace,1.81,4.05,3.85,1-1,1.0,1.0,2.0,N,
Brighton,Bournemouth,1.62,4.49,4.51,2-1,2.0,1.0,3.0,D,
Liverpool,N. Forest,1.18,7.25,13.46,4-1,4.0,1.0,5.0,D,
London Reds,Sunderland,1.22,6.8100000000000005,11.05,3-0,3.0,0.0,3.0,D,
Everton,Fulham,2.51,3.15,2.91,,,,,,
Bournemouth,Spurs,2.44,3.76,2.6,0-2,0.0,2.0,2.0,E,
Wolverhampton,London Reds,6.61,4.15,1.5,1-1,1.0,1.0,2.0,N,
Sunderland,Liverpool,11.98,6.54,1.21,0-4,0.0,4.0,4.0,E,
N. Forest,London Blues,2.08,3.55,3.36,1-3,1.0,3.0,4.0,E,
Fulham,C. Palace,2.12,3.59,3.24,1-0,1.0,0.0,1.0,D,
Manchester Red,Brighton,1.93,3.99,3.44,4-2,4.0,2.0,6.0,D,
West Ham,Everton,2.04,3.28,3.76,1-2,1.0,2.0,3.0,E,
Brentford,Burnley,1.45,5.24,5.57,2-2,2.0,2.0,4.0,N,
Manchester Blue,Newcastle,1.42,5.2,6.07,0-2,0.0,2.0,2.0,E,
A. Villa,Leeds,1.25,5.88,10.99,2-1,2.0,1.0,3.0,D,
Burnley,A. Villa,3.13,3.38,2.25,1-2,1.0,2.0,3.0,E,
C. Palace,Bournemouth,1.89,3.99,3.5700000000000003,2-3,2.0,3.0,5.0,E,
London Blues,Sunderland,1.42,4.8,6.79,0-1,0.0,1.0,1.0,E,
Liverpool,Wolverhampton,1.18,7.04,13.63,3-1,3.0,1.0,4.0,D,
Brighton,Brentford,1.94,3.75,3.59,0-1,0.0,1.0,1.0,E,
Spurs,Manchester Red,1.77,4.17,3.93,4-2,4.0,2.0,6.0,D,
Everton,Manchester Blue,5.0,3.43,1.76,4-1,4.0,1.0,5.0,D,
Leeds,London Reds,17.48,7.02,1.16,0-1,0.0,1.0,1.0,E,
West Ham,Fulham,2.49,3.58,2.64,0-0,0.0,0.0,0.0,N,
Newcastle,N. Forest,1.27,5.95,9.77,5-0,5.0,0.0,5.0,D,
Wolverhampton,London Blues,2.62,3.55,2.52,0-2,0.0,2.0,2.0,E,
Sunderland,Newcastle,9.11,5.48,1.3,0-4,0.0,4.0,4.0,E,
N. Forest,Everton,1.88,3.25,4.53,2-0,2.0,0.0,2.0,D,
Brentford,Spurs,1.99,4.4,3.03,3-0,3.0,0.0,3.0,D,
Manchester Blue,West Ham,1.2,7.05,11.52,0-1,0.0,1.0,1.0,E,
A. Villa,Brighton,1.76,4.43,3.75,3-2,3.0,2.0,5.0,D,
London Reds,Burnley,1.18,7.65,11.89,4-2,4.0,2.0,6.0,D,
Fulham,Bournemouth,1.86,4.22,3.52,3-1,3.0,1.0,4.0,D,
Manchester Red,C. Palace,1.87,3.53,4.15,1-0,1.0,0.0,1.0,D,
Leeds,Liverpool,9.82,6.12,1.26,1-1,1.0,1.0,2.0,N,
Bournemouth,Manchester Red,2.29,3.27,3.15,2-2,2.0,2.0,4.0,N,
Newcastle,Wolverhampton,1.26,5.95,10.04,1-1,1.0,1.0,2.0,N,
Burnley,Liverpool,5.19,4.23,1.58,1-2,1.0,2.0,3.0,E,
West Ham,N. Forest,1.8,3.95,3.99,2-0,2.0,0.0,2.0,D,
Brighton,London Reds,4.57,3.8,1.73,3-1,3.0,1.0,4.0,D,
C. Palace,Brentford,2.34,3.42,2.93,0-4,0.0,4.0,4.0,E,
Spurs,A. Villa,1.78,4.19,3.85,3-3,3.0,3.0,6.0,N,
London Blues,Leeds,1.31,5.1,10.22,3-1,3.0,1.0,4.0,D,
Manchester Blue,Fulham,1.35,5.33,7.49,5-0,5.0,0.0,5.0,D,
Everton,Sunderland,1.87,3.55,4.08,3-2,3.0,2.0,5.0,D,
Wolverhampton,Everton,2.16,3.11,3.64,3-2,3.0,2.0,5.0,D,
Fulham,Manchester Red,1.97,3.73,3.5,1-0,1.0,0.0,1.0,D,
N. Forest,Manchester Blue,4.32,3.6,1.81,0-2,0.0,2.0,2.0,E,
Burnley,London Blues,3.44,3.52,2.06,1-1,1.0,1.0,2.0,N,
Sunderland,West Ham,5.12,4.1,1.61,2-2,2.0,2.0,4.0,N,
London Reds,Spurs,1.45,5.24,5.52,2-2,2.0,2.0,4.0,N,
A. Villa,C. Palace,1.64,4.08,4.87,2-1,2.0,1.0,3.0,D,
Leeds,Newcastle,7.14,5.07,1.38,1-5,1.0,5.0,6.0,E,
Liverpool,Brighton,1.34,5.63,7.35,2-1,2.0,1.0,3.0,D,
Brentford,Bournemouth,1.69,4.5600000000000005,4.0,0-0,0.0,0.0,0.0,N,
Brighton,London Blues,1.86,3.95,3.72,1-2,1.0,2.0,3.0,E,
C. Palace,London Reds,5.54,3.89,1.61,0-2,0.0,2.0,2.0,E,
Spurs,Liverpool,2.64,4.25,2.24,1-1,1.0,1.0,2.0,N,
Manchester Blue,Sunderland,1.18,7.52,12.92,3-0,3.0,0.0,3.0,D,
Newcastle,Burnley,1.21,6.96,11.0,4-2,4.0,2.0,6.0,D,
N. Forest,Fulham,2.14,3.46,3.3,2-1,2.0,1.0,3.0,D,
Manchester Red,Brentford,2.01,3.52,3.58,2-1,2.0,1.0,3.0,D,
Everton,Leeds,1.67,3.43,5.83,0-0,0.0,0.0,0.0,N,
Bournemouth,A. Villa,2.22,3.3,3.26,1-0,1.0,0.0,1.0,D,
West Ham,Wolverhampton,1.8,3.92,4.0,2-1,2.0,1.0,3.0,D,
Burnley,Everton,2.75,2.94,2.81,1-0,1.0,0.0,1.0,D,
Sunderland,N. Forest,4.42,3.87,1.74,0-2,0.0,2.0,2.0,E,
London Reds,Bournemouth,1.29,6.14,8.3,3-0,3.0,0.0,3.0,D,
Leeds,West Ham,3.93,3.83,1.84,2-1,2.0,1.0,3.0,D,
Brighton,Newcastle,2.18,3.86,2.92,1-0,1.0,0.0,1.0,D,
A. Villa,Manchester Red,1.55,4.43,5.31,1-1,1.0,1.0,2.0,N,
London Blues,Spurs,1.79,4.16,3.82,2-3,2.0,3.0,5.0,E,
Fulham,Brentford,2.37,3.61,2.77,2-3,2.0,3.0,5.0,E,
Liverpool,C. Palace,1.3,5.36,9.81,1-0,1.0,0.0,1.0,D,
Wolverhampton,Manchester Blue,5.15,3.9,1.64,1-1,1.0,1.0,2.0,N,
Newcastle,Bournemouth,1.3,5.86,8.42,3-1,3.0,1.0,4.0,D,
London Reds,Spurs,1.42,5.42,5.79,2-2,2.0,2.0,4.0,N,
Sunderland,C. Palace,6.11,3.97,1.55,2-3,2.0,3.0,5.0,E,
Leeds,Burnley,3.23,3.88,2.03,1-1,1.0,1.0,2.0,N,
West Ham,Fulham,2.46,3.65,2.63,2-1,2.0,1.0,3.0,D,
London Blues,Liverpool,2.25,3.77,2.85,2-1,2.0,1.0,3.0,D,
N. Forest,A. Villa,2.0,3.46,3.69,2-1,2.0,1.0,3.0,D,
Manchester Red,Manchester Blue,3.5,3.46,2.06,1-3,1.0,3.0,4.0,E,
Wolverhampton,Brentford,2.67,3.42,2.55,1-2,1.0,2.0,3.0,E,
Brighton,Everton,1.66,3.78,5.2,0-2,0.0,2.0,2.0,E,
Leeds,West Ham,4.09,3.83,1.8,0-4,0.0,4.0,4.0,E,
Bournemouth,London Blues,2.45,3.39,2.79,2-0,2.0,0.0,2.0,D,
Brentford,N. Forest,1.56,4.66,4.86,1-3,1.0,3.0,4.0,E,
Liverpool,Everton,1.27,5.33,12.03,1-0,1.0,0.0,1.0,D,
A. Villa,London Reds,3.39,3.6,2.05,0-4,0.0,4.0,4.0,E,
Fulham,Sunderland,1.66,4.32,4.46,0-1,0.0,1.0,1.0,E,
Burnley,Wolverhampton,2.4,3.45,2.83,2-1,2.0,1.0,3.0,D,
Spurs,Brighton,1.96,4.41,3.09,2-0,2.0,0.0,2.0,D,
Manchester Blue,Newcastle,1.46,5.07,5.59,3-3,3.0,3.0,6.0,N,
C. Palace,Manchester Red,2.07,3.53,3.42,1-1,1.0,1.0,2.0,N,
London Reds,Brentford,1.47,4.59,6.1,3-1,3.0,1.0,4.0,D,
Everton,Spurs,2.6,3.52,2.56,1-0,1.0,0.0,1.0,D,
Manchester Red,Fulham,1.98,3.55,3.65,2-0,2.0,0.0,2.0,D,
Brighton,A. Villa,1.79,3.89,4.08,3-2,3.0,2.0,5.0,D,
Sunderland,Leeds,3.32,3.15,2.26,3-2,3.0,2.0,5.0,D,
Bournemouth,Liverpool,3.42,3.69,2.01,0-1,0.0,1.0,1.0,E,
Newcastle,C. Palace,1.46,4.46,6.6,2-0,2.0,0.0,2.0,D,
Wolverhampton,West Ham,2.09,3.66,3.25,1-0,1.0,0.0,1.0,D,
London Blues,Manchester Blue,3.13,3.5,2.2,0-3,0.0,3.0,3.0,E,
N. Forest,Burnley,1.53,4.53,5.38,3-0,3.0,0.0,3.0,D,
Manchester Blue,Bournemouth,1.23,6.87,9.57,3-0,3.0,0.0,3.0,D,
Fulham,Newcastle,2.58,3.91,2.4,2-1,2.0,1.0,3.0,D,
A. Villa,Everton,1.45,4.46,6.92,3-1,3.0,1.0,4.0,D,
Wolverhampton,Sunderland,1.9,3.74,3.74,5-0,5.0,0.0,5.0,D,
Liverpool,Spurs,1.36,5.54,6.89,4-0,4.0,0.0,4.0,D,
Brentford,Brighton,2.06,4.3,2.92,1-0,1.0,0.0,1.0,D,
Leeds,Manchester Red,5.14,3.97,1.63,1-0,1.0,0.0,1.0,D,
Burnley,London Reds,9.68,4.69,1.35,0-4,0.0,4.0,4.0,E,
C. Palace,London Blues,2.19,3.69,3.02,0-1,0.0,1.0,1.0,E,
West Ham,N. Forest,1.78,4.02,4.01,0-5,0.0,5.0,5.0,E,
Brighton,Burnley,1.42,5.11,6.16,0-1,0.0,1.0,1.0,E,
Bournemouth,C. Palace,2.31,3.16,3.23,2-1,2.0,1.0,3.0,D,
London Blues,Fulham,1.8,3.78,4.16,2-1,2.0,1.0,3.0,D,
Manchester Blue,Liverpool,1.59,4.68,4.5600000000000005,4-1,4.0,1.0,5.0,D,
Spurs,A. Villa,1.78,4.14,3.9,2-1,2.0,1.0,3.0,D,
Newcastle,Leeds,1.16,7.31,16.73,1-0,1.0,0.0,1.0,D,
London Reds,West Ham,1.27,6.07,9.52,3-1,3.0,1.0,4.0,D,
Manchester Red,Wolverhampton,1.53,4.27,5.8,2-1,2.0,1.0,3.0,D,
Everton,Brentford,2.7,3.05,2.77,1-1,1.0,1.0,2.0,N,
N. Forest,Sunderland,1.66,4.02,4.76,2-1,2.0,1.0,3.0,D,
Leeds,London Blues,5.59,4.39,1.53,1-0,1.0,0.0,1.0,D,
Brentford,Spurs,2.13,4.37,2.76,1-0,1.0,0.0,1.0,D,
C. Palace,Manchester Blue,4.36,3.73,1.78,0-1,0.0,1.0,1.0,E,
Burnley,Everton,2.69,3.0,2.8200000000000003,1-2,1.0,2.0,3.0,E,
West Ham,Brighton,2.5,3.98,2.45,2-3,2.0,3.0,5.0,E,
Fulham,Bournemouth,1.82,4.25,3.61,2-1,2.0,1.0,3.0,D,
Liverpool,A. Villa,1.32,5.33,8.91,0-0,0.0,0.0,0.0,N,
Wolverhampton,Newcastle,3.06,3.73,2.15,0-0,0.0,0.0,0.0,N,
N. Forest,Manchester Red,1.98,3.47,3.76,0-4,0.0,4.0,4.0,E,
Sunderland,London Reds,22.82,7.8,1.13,0-1,0.0,1.0,1.0,E,
London Blues,Wolverhampton,1.43,4.68,6.71,1-1,1.0,1.0,2.0,N,
London Reds,Manchester Red,1.38,5.08,7.34,5-1,5.0,1.0,6.0,D,
Everton,West Ham,2.09,3.35,3.55,4-0,4.0,0.0,4.0,D,
Newcastle,N. Forest,1.26,6.09,9.94,0-2,0.0,2.0,2.0,E,
A. Villa,Brentford,1.71,4.13,4.32,2-0,2.0,0.0,2.0,D,
Manchester Blue,Fulham,1.31,5.67,8.23,2-0,2.0,0.0,2.0,D,
Bournemouth,Leeds,1.57,3.76,6.34,1-1,1.0,1.0,2.0,N,
Brighton,Sunderland,1.49,4.72,5.7,3-1,3.0,1.0,4.0,D,
Spurs,Burnley,1.45,5.3,5.46,2-1,2.0,1.0,3.0,D,
C. Palace,Liverpool,3.09,3.89,2.09,1-1,1.0,1.0,2.0,N,
N. Forest,London Blues,2.17,3.56,3.15,2-2,2.0,2.0,4.0,N,
West Ham,Spurs,2.49,3.97,2.46,1-1,1.0,1.0,2.0,N,
Burnley,A. Villa,3.2,3.33,2.24,1-1,1.0,1.0,2.0,N,
Leeds,Manchester Blue,14.91,6.76,1.18,0-4,0.0,4.0,4.0,E,
London Reds,Newcastle,1.55,4.65,5.0,3-2,3.0,2.0,5.0,D,
Liverpool,Brentford,1.36,5.05,8.05,2-1,2.0,1.0,3.0,D,
Sunderland,Everton,4.67,3.28,1.85,0-2,0.0,2.0,2.0,E,
Fulham,C. Palace,2.06,3.6,3.37,3-1,3.0,1.0,4.0,D,
Manchester Red,Brighton,1.93,4.01,3.42,1-0,1.0,0.0,1.0,D,
Wolverhampton,Bournemouth,2.2,3.73,2.96,1-0,1.0,0.0,1.0,D,
C. Palace,Leeds,1.46,4.24,7.14,3-0,3.0,0.0,3.0,D,
Spurs,Sunderland,1.52,4.91,5.03,2-2,2.0,2.0,4.0,N,
London Blues,London Reds,3.52,3.45,2.06,0-0,0.0,0.0,0.0,N,
A. Villa,West Ham,1.42,5.04,6.28,4-0,4.0,0.0,4.0,D,
Brighton,Newcastle,2.21,3.91,2.85,0-2,0.0,2.0,2.0,E,
Brentford,Burnley,1.45,5.29,5.52,3-2,3.0,2.0,5.0,D,
Bournemouth,N. Forest,1.9,3.58,3.94,0-1,0.0,1.0,1.0,E,
Everton,Manchester Red,2.35,3.13,3.17,0-1,0.0,1.0,1.0,E,
Manchester Blue,Wolverhampton,1.17,7.81,13.49,4-1,4.0,1.0,5.0,D,
Fulham,Liverpool,3.05,4.02,2.07,1-2,1.0,2.0,3.0,E,
London Reds,Bournemouth,1.27,6.27,8.71,2-1,2.0,1.0,3.0,D,
Newcastle,Everton,1.32,5.03,9.84,1-0,1.0,0.0,1.0,D,
Leeds,Fulham,5.71,4.18,1.55,0-2,0.0,2.0,2.0,E,
Liverpool,Burnley,1.16,7.84,13.9,2-0,2.0,0.0,2.0,D,
N. Forest,Manchester Blue,4.0,3.5700000000000003,1.89,1-0,1.0,0.0,1.0,D,
Wolverhampton,C. Palace,2.42,3.32,2.89,2-2,2.0,2.0,4.0,N,
Brighton,London Blues,1.96,3.86,3.43,0-0,0.0,0.0,0.0,N,
Manchester Red,Spurs,1.93,4.02,3.41,0-2,0.0,2.0,2.0,E,
West Ham,Brentford,2.53,3.54,2.61,3-2,3.0,2.0,5.0,D,
Sunderland,A. Villa,6.13,4.13,1.53,2-1,2.0,1.0,3.0,D,
A. Villa,Manchester Red,1.57,4.32,5.19,2-2,2.0,2.0,4.0,N,
Brentford,Sunderland,1.53,4.82,5.08,3-0,3.0,0.0,3.0,D,
Spurs,Newcastle,2.2,4.21,2.72,1-3,1.0,3.0,4.0,E,
Manchester Blue,London Reds,2.18,3.67,3.05,1-2,1.0,2.0,3.0,E,
Everton,London Blues,2.54,3.27,2.78,1-1,1.0,1.0,2.0,N,
Leeds,Liverpool,9.77,6.17,1.26,1-3,1.0,3.0,4.0,E,
C. Palace,N. Forest,1.7000000000000002,4.01,4.47,2-1,2.0,1.0,3.0,D,
Burnley,West Ham,2.5700000000000003,3.44,2.62,3-1,3.0,1.0,4.0,D,
Bournemouth,Brighton,2.52,3.63,2.58,1-2,1.0,2.0,3.0,E,
Fulham,Wolverhampton,1.72,4.13,4.22,3-0,3.0,0.0,3.0,D,
Wolverhampton,Leeds,1.67,3.67,5.32,2-0,2.0,0.0,2.0,D,
Liverpool,West Ham,1.23,6.35,11.32,3-2,3.0,2.0,5.0,D,
Newcastle,A. Villa,1.42,4.8,6.83,3-2,3.0,2.0,5.0,D,
Sunderland,Burnley,4.07,4.04,1.77,0-2,0.0,2.0,2.0,E,
